编号,整理建议,故事环节,实验用途,已有结果如何理解,下一步,证据质量提醒,协议组,实验族,记录方法,划分,记录seed,LoRA rank,精度类型,本地状态,首记录轮,末记录轮,记录点数,末20轮起点,末20轮终点,末20轮Overall,末20轮Head20,末20轮Middle60,末20轮Tail20,末20轮NonTail80,末20轮Many大于100,末20轮Medium20至100,末20轮Few小于20,最后记录Overall,最后记录Tail,观测Tail峰值,观测峰值轮,观测峰值至最后回落pp,逐类复算状态,缺类逐类文件数,相同曲线副本组,跨seed同曲线组,正常训练,额外训练,损失,聚合,正常steps,额外steps,本地总steps,功能修正steps,原始路径,推荐结果入口,曲线来源
R58124e2e8,必须保留,3 适配与保持,CE/LA × 固定/开放 A；E3/J/S 训练方式对照,LA 下 E3 比固定 A 的 E2 同时提高 Overall/Tail；密集 S 和联合 J 有额外尾类回落。,使用完整结果及逐类指标；E5单独归档；普通和 matched Dir 分栏。,,P4 LA-control/rank4/FP32/client-longtail,la_control_js_topology_analysis,e1,client-longtail,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,65.876,83.91999999999999,62.586666666666666,57.7,67.92,77.75571428571428,62.53571428571429,55.913333333333334,65.45,55.65,68.55,31,12.899999999999999,逐类核对通过,0,Deb09b8cc,,冻结当前A，只更新B；每轮3 epoch,9次额外A，各1 epoch；冻结共同B,普通CE，τ=0,按样本量聚合,105600,3168,,,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e1/tau0_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e1/tau0_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e1/tau0_a1_protocol42/round_metrics.csv
Ra9d49b1ac,必须保留,3 适配与保持,CE/LA × 固定/开放 A；E3/J/S 训练方式对照,LA 下 E3 比固定 A 的 E2 同时提高 Overall/Tail；密集 S 和联合 J 有额外尾类回落。,使用完整结果及逐类指标；E5单独归档；普通和 matched Dir 分栏。,,P4 LA-control/rank4/FP32/client-longtail,la_control_js_topology_analysis,e2,client-longtail,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,68.101,71.6425,66.40416666666667,69.65,67.71375,69.85714285714286,65.61,68.95833333333334,68.25,69.8,69.85,98,0.04999999999999716,逐类核对通过,0,Dac6d98ec,,冻结当前A，只更新B；每轮3 epoch,9次额外B，各1 epoch,训练logit校正LA，τ=1,按样本量聚合,105600,3168,,,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e2/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e2/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e2/tau1_a1_protocol42/round_metrics.csv
R16bae8362,必须保留,3 适配与保持,CE/LA × 固定/开放 A；E3/J/S 训练方式对照,LA 下 E3 比固定 A 的 E2 同时提高 Overall/Tail；密集 S 和联合 J 有额外尾类回落。,使用完整结果及逐类指标；E5单独归档；普通和 matched Dir 分栏。,,P4 LA-control/rank4/FP32/client-longtail,la_control_js_topology_analysis,e3,client-longtail,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,69.6455,74.5775,67.465,71.255,69.24312499999999,71.72142857142858,66.87142857142858,70.46000000000001,69.86,71.05,71.4,89,0.3500000000000085,逐类核对通过,0,De8cfcc9d,,冻结当前A，只更新B；每轮3 epoch,9次额外A，各1 epoch；冻结共同B,训练logit校正LA，τ=1,按样本量聚合,105600,3168,,,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e3/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e3/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e3/tau1_a1_protocol42/round_metrics.csv
R8cef9ce3a,建议归档,3 适配与保持,功能controller/前瞻旧路线,表现接近E3，但含较高候选/前瞻成本，不是当前主方法。,保留旧路线对照；不再优先补E5。,,P4 LA-control/rank4/FP32/client-longtail,la_control_js_topology_analysis,e5,client-longtail,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,69.5405,74.37,67.39416666666666,71.15,69.138125,71.6,66.72,70.42833333333333,69.7,71.25,71.25,90,0.0,逐类核对通过,0,D8a8f5b2f,,冻结当前A，只更新B；每轮3 epoch,A/B两候选＋2轮前瞻；门控、冻结与有效锚点恢复,训练logit校正LA，τ=1,按样本量聚合,105600,3168,,,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e5/tau1_a1_h2_t0.002_hist0.002_gain0.0001_p2_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e5/tau1_a1_h2_t0.002_hist0.002_gain0.0001_p2_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e5/tau1_a1_h2_t0.002_hist0.002_gain0.0001_p2_protocol42/round_metrics.csv
Rf8efb6108,必须保留,3 适配与保持,CE/LA × 固定/开放 A；E3/J/S 训练方式对照,LA 下 E3 比固定 A 的 E2 同时提高 Overall/Tail；密集 S 和联合 J 有额外尾类回落。,使用完整结果及逐类指标；E5单独归档；普通和 matched Dir 分栏。,,P4 LA-control/rank4/FP32/client-longtail,la_control_js_topology_analysis,j,client-longtail,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,71.196,78.56,72.38333333333334,60.27,73.9275,76.7642857142857,72.59285714285714,63.07000000000001,71.08,59.55,71.7,22,12.150000000000006,逐类核对通过,0,Dff59f4da,,A、B同时更新；每轮3 epoch,9次额外A，各1 epoch；冻结共同B,训练logit校正LA，τ=1,按样本量聚合,105600,3168,,,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/j/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/j/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/j/tau1_a1_protocol42/round_metrics.csv
R3b1af80e9,必须保留,3 适配与保持,CE/LA × 固定/开放 A；E3/J/S 训练方式对照,LA 下 E3 比固定 A 的 E2 同时提高 Overall/Tail；密集 S 和联合 J 有额外尾类回落。,使用完整结果及逐类指标；E5单独归档；普通和 matched Dir 分栏。,,P4 LA-control/rank4/FP32/client-longtail,la_control_js_topology_analysis,s,client-longtail,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,70.91,76.8375,69.68333333333334,68.6625,71.471875,73.96714285714286,70.14714285714285,68.23333333333333,71.06,68.35,71.8,46,3.450000000000003,逐类核对通过,0,D84033cec,,冻结当前A，只更新B；每轮3 epoch,90次额外A，各1 epoch；冻结共同B,训练logit校正LA，τ=1,按样本量聚合,105600,31680,,,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/s/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/s/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/s/tau1_a1_protocol42/round_metrics.csv
R06c0384a2,必须保留,3 适配与保持,CE/LA × 固定/开放 A；E3/J/S 训练方式对照,LA 下 E3 比固定 A 的 E2 同时提高 Overall/Tail；密集 S 和联合 J 有额外尾类回落。,使用完整结果及逐类指标；E5单独归档；普通和 matched Dir 分栏。,,P4 LA-control/rank4/FP32/matched-dirichlet,la_control_js_topology_analysis,e2,matched-dirichlet,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,68.251,71.655,66.47666666666666,70.17,67.77125,69.90714285714286,65.7,69.295,68.39,70.4,70.45,95,0.04999999999999716,逐类核对通过,0,D69c9858c,,冻结当前A，只更新B；每轮3 epoch,9次额外B，各1 epoch,训练logit校正LA，τ=1,按样本量聚合,105600,3168,,,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/e2/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/e2/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/e2/tau1_a1_protocol42/round_metrics.csv
R011ba6aba,必须保留,3 适配与保持,CE/LA × 固定/开放 A；E3/J/S 训练方式对照,LA 下 E3 比固定 A 的 E2 同时提高 Overall/Tail；密集 S 和联合 J 有额外尾类回落。,使用完整结果及逐类指标；E5单独归档；普通和 matched Dir 分栏。,,P4 LA-control/rank4/FP32/matched-dirichlet,la_control_js_topology_analysis,e3,matched-dirichlet,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,69.664,74.4575,67.35166666666666,71.8075,69.128125,71.50571428571428,66.91285714285713,70.725,69.78,71.7,71.9,85,0.20000000000000284,逐类核对通过,0,D6429e9db,,冻结当前A，只更新B；每轮3 epoch,9次额外A，各1 epoch；冻结共同B,训练logit校正LA，τ=1,按样本量聚合,105600,3168,,,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/e3/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/e3/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/e3/tau1_a1_protocol42/round_metrics.csv
Rd49fb5b51,建议归档,3 适配与保持,功能controller/前瞻旧路线,表现接近E3，但含较高候选/前瞻成本，不是当前主方法。,保留旧路线对照；不再优先补E5。,,P4 LA-control/rank4/FP32/matched-dirichlet,la_control_js_topology_analysis,e5,matched-dirichlet,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,69.5845,74.25750000000001,67.29666666666667,71.775,69.036875,71.37142857142858,66.84857142857143,70.69166666666666,69.76,71.85,71.85,89,0.0,逐类核对通过,0,D895e6c96,,冻结当前A，只更新B；每轮3 epoch,A/B两候选＋2轮前瞻；门控、冻结与有效锚点恢复,训练logit校正LA，τ=1,按样本量聚合,105600,3168,,,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/e5/tau1_a1_h2_t0.002_hist0.002_gain0.0001_p2_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/e5/tau1_a1_h2_t0.002_hist0.002_gain0.0001_p2_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/e5/tau1_a1_h2_t0.002_hist0.002_gain0.0001_p2_protocol42/round_metrics.csv
Rc4b80f302,必须保留,3 适配与保持,CE/LA × 固定/开放 A；E3/J/S 训练方式对照,LA 下 E3 比固定 A 的 E2 同时提高 Overall/Tail；密集 S 和联合 J 有额外尾类回落。,使用完整结果及逐类指标；E5单独归档；普通和 matched Dir 分栏。,,P4 LA-control/rank4/FP32/matched-dirichlet,la_control_js_topology_analysis,j,matched-dirichlet,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,72.467,77.35,70.66083333333333,73.0025,72.333125,75.15,71.19,70.82666666666667,72.54,72.8,73.2,98,0.4000000000000057,逐类核对通过,0,,,A、B同时更新；每轮3 epoch,9次额外A，各1 epoch；冻结共同B,训练logit校正LA，τ=1,按样本量聚合,105600,3168,,,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/j/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/j/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/j/tau1_a1_protocol42/round_metrics.csv
R25f817d5a,必须保留,3 适配与保持,CE/LA × 固定/开放 A；E3/J/S 训练方式对照,LA 下 E3 比固定 A 的 E2 同时提高 Overall/Tail；密集 S 和联合 J 有额外尾类回落。,使用完整结果及逐类指标；E5单独归档；普通和 matched Dir 分栏。,,P4 LA-control/rank4/FP32/matched-dirichlet,la_control_js_topology_analysis,s,matched-dirichlet,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,70.9435,75.5325,69.03833333333333,72.07000000000001,70.661875,72.97142857142856,69.48428571428572,70.28,71.2,72.1,72.75,58,0.6500000000000057,逐类核对通过,0,,,冻结当前A，只更新B；每轮3 epoch,90次额外A，各1 epoch；冻结共同B,训练logit校正LA，τ=1,按样本量聚合,105600,31680,,,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/s/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/s/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/s/tau1_a1_protocol42/round_metrics.csv
Rde26209a6,建议归档,3 适配与保持,早期 LA 结果回传包,已被后续更完整包覆盖；部分目录只有22/34轮。,已有相同曲线的推荐入口；此副本保留追溯，不算新增重复实验。,,P4 LA-control/rank4/FP32/client-longtail,la_control_six_runs_analysis,e2,client-longtail,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,68.101,71.6425,66.40416666666667,69.65,67.71375,69.85714285714286,65.61,68.95833333333334,68.25,69.8,69.85,98,0.04999999999999716,逐类核对通过,0,Dac6d98ec,,,,,,105600,3168,,,output/la_control_six_runs_analysis/la_control/seed42/client-longtail/e2/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e2/tau1_a1_protocol42,output/la_control_six_runs_analysis/la_control/seed42/client-longtail/e2/tau1_a1_protocol42/round_metrics.csv
R4c8a0d5e5,建议归档,3 适配与保持,早期 LA 结果回传包,已被后续更完整包覆盖；部分目录只有22/34轮。,已有相同曲线的推荐入口；此副本保留追溯，不算新增重复实验。,,P4 LA-control/rank4/FP32/client-longtail,la_control_six_runs_analysis,e3,client-longtail,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,69.6455,74.5775,67.465,71.255,69.24312499999999,71.72142857142858,66.87142857142858,70.46000000000001,69.86,71.05,71.4,89,0.3500000000000085,逐类核对通过,0,De8cfcc9d,,,,,,105600,3168,,,output/la_control_six_runs_analysis/la_control/seed42/client-longtail/e3/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e3/tau1_a1_protocol42,output/la_control_six_runs_analysis/la_control/seed42/client-longtail/e3/tau1_a1_protocol42/round_metrics.csv
R792d6f4ef,建议归档,3 适配与保持,功能controller/前瞻旧路线,表现接近E3，但含较高候选/前瞻成本，不是当前主方法。,已有相同曲线的推荐入口；此副本保留追溯，不算新增重复实验。,,P4 LA-control/rank4/FP32/client-longtail,la_control_six_runs_analysis,e5,client-longtail,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,69.5405,74.37,67.39416666666666,71.15,69.138125,71.6,66.72,70.42833333333333,69.7,71.25,71.25,90,0.0,逐类核对通过,0,D8a8f5b2f,,,,,,105600,3168,,,output/la_control_six_runs_analysis/la_control/seed42/client-longtail/e5/tau1_a1_h2_t0.002_hist0.002_gain0.0001_p2_protocol42,output/la_control_js_topology_analysis/la_control/seed42/client-longtail/e5/tau1_a1_h2_t0.002_hist0.002_gain0.0001_p2_protocol42,output/la_control_six_runs_analysis/la_control/seed42/client-longtail/e5/tau1_a1_h2_t0.002_hist0.002_gain0.0001_p2_protocol42/round_metrics.csv
Re9688b109,建议归档,3 适配与保持,早期 LA 结果回传包,已被后续更完整包覆盖；部分目录只有22/34轮。,已有相同曲线的推荐入口；此副本保留追溯，不算新增重复实验。,,P4 LA-control/rank4/FP32/matched-dirichlet,la_control_six_runs_analysis,e2,matched-dirichlet,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,68.251,71.655,66.47666666666666,70.17,67.77125,69.90714285714286,65.7,69.295,68.39,70.4,70.45,95,0.04999999999999716,逐类核对通过,0,D69c9858c,,,,,,105600,3168,,,output/la_control_six_runs_analysis/la_control/seed42/matched-dirichlet/e2/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/e2/tau1_a1_protocol42,output/la_control_six_runs_analysis/la_control/seed42/matched-dirichlet/e2/tau1_a1_protocol42/round_metrics.csv
R7474bf4ca,建议归档,3 适配与保持,早期 LA 结果回传包,已被后续更完整包覆盖；部分目录只有22/34轮。,已有相同曲线的推荐入口；此副本保留追溯，不算新增重复实验。,,P4 LA-control/rank4/FP32/matched-dirichlet,la_control_six_runs_analysis,e3,matched-dirichlet,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,69.664,74.4575,67.35166666666666,71.8075,69.128125,71.50571428571428,66.91285714285713,70.725,69.78,71.7,71.9,85,0.20000000000000284,逐类核对通过,0,D6429e9db,,,,,,105600,3168,,,output/la_control_six_runs_analysis/la_control/seed42/matched-dirichlet/e3/tau1_a1_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/e3/tau1_a1_protocol42,output/la_control_six_runs_analysis/la_control/seed42/matched-dirichlet/e3/tau1_a1_protocol42/round_metrics.csv
R3d6d7459a,建议归档,3 适配与保持,功能controller/前瞻旧路线,表现接近E3，但含较高候选/前瞻成本，不是当前主方法。,已有相同曲线的推荐入口；此副本保留追溯，不算新增重复实验。,,P4 LA-control/rank4/FP32/matched-dirichlet,la_control_six_runs_analysis,e5,matched-dirichlet,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,69.5845,74.25750000000001,67.29666666666667,71.775,69.036875,71.37142857142858,66.84857142857143,70.69166666666666,69.76,71.85,71.85,89,0.0,逐类核对通过,0,D895e6c96,,,,,,105600,3168,,,output/la_control_six_runs_analysis/la_control/seed42/matched-dirichlet/e5/tau1_a1_h2_t0.002_hist0.002_gain0.0001_p2_protocol42,output/la_control_js_topology_analysis/la_control/seed42/matched-dirichlet/e5/tau1_a1_h2_t0.002_hist0.002_gain0.0001_p2_protocol42,output/la_control_six_runs_analysis/la_control/seed42/matched-dirichlet/e5/tau1_a1_h2_t0.002_hist0.002_gain0.0001_p2_protocol42/round_metrics.csv
Rfb18c92b9,必须保留,3 适配与保持,CE/LA × 固定/开放 A；E3/J/S 训练方式对照,LA 下 E3 比固定 A 的 E2 同时提高 Overall/Tail；密集 S 和联合 J 有额外尾类回落。,使用完整结果及逐类指标；E5单独归档；普通和 matched Dir 分栏。,,P4 LA-control/rank4/FP32/noniid-labeldir-fine,la_control_standard_dirichlet_e3_j_s_analysis,e3,noniid-labeldir-fine,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,69.6035,74.535,67.155,72.0175,69.0,71.71714285714286,66.39428571428572,70.88166666666667,69.82,72.1,72.15,98,0.05000000000001137,逐类核对通过,0,,,冻结当前A，只更新B；每轮3 epoch,9次额外A，各1 epoch；冻结共同B,训练logit校正LA，τ=1,按样本量聚合,106200,3186,,,output/la_control_standard_dirichlet_e3_j_s_analysis/la_control/seed42/noniid-labeldir-fine/e3/tau1_a1_protocol42_beta0.5,output/la_control_standard_dirichlet_e3_j_s_analysis/la_control/seed42/noniid-labeldir-fine/e3/tau1_a1_protocol42_beta0.5,output/la_control_standard_dirichlet_e3_j_s_analysis/la_control/seed42/noniid-labeldir-fine/e3/tau1_a1_protocol42_beta0.5/round_metrics.csv
Rffcabcd73,必须保留,3 适配与保持,CE/LA × 固定/开放 A；E3/J/S 训练方式对照,LA 下 E3 比固定 A 的 E2 同时提高 Overall/Tail；密集 S 和联合 J 有额外尾类回落。,使用完整结果及逐类指标；E5单独归档；普通和 matched Dir 分栏。,,P4 LA-control/rank4/FP32/noniid-labeldir-fine,la_control_standard_dirichlet_e3_j_s_analysis,j,noniid-labeldir-fine,42,4,fp32,完成标记与曲线一致,0,100,101,81,100,72.29249999999999,77.2025,70.96666666666667,71.36,72.525625,75.25571428571428,71.33857142857143,69.94833333333334,72.3,71.25,73.05,28,1.7999999999999972,逐类核对通过,0,,,A、B同时更新；每轮3 epoch,9次额外A，各1 epoch；冻结共同B,训练logit校正LA，τ=1,按样本量聚合,106200,3186,,,output/la_control_standard_dirichlet_e3_j_s_analysis/la_control/seed42/noniid-labeldir-fine/j/tau1_a1_protocol42_beta0.5,output/la_control_standard_dirichlet_e3_j_s_analysis/la_control/seed42/noniid-labeldir-fine/j/tau1_a1_protocol42_beta0.5,output/la_control_standard_dirichlet_e3_j_s_analysis/la_control/seed42/noniid-labeldir-fine/j/tau1_a1_protocol42_beta0.5/round_metrics.csv
